City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
348,Guerrero Negro,27.9769,-114.0611,92.19,46,2,5.84,MX,clear sky
349,Melfort,52.8667,-104.6177,69.49,33,2,8.28,CA,clear sky
350,Plettenberg Bay,-34.0527,23.3716,57.67,77,100,4.76,ZA,overcast clouds
351,Broome,42.2506,-75.833,81.7,43,0,4.61,US,clear sky
352,Ziway,7.9333,38.7167,66.43,76,78,4.16,ET,light rain
353,Phayao,19.25,100.25,72.25,97,42,1.81,TH,light rain
354,Stavern,59.0,10.0333,61.3,75,94,6.71,NO,overcast clouds
355,Vestmannaeyjar,63.4427,-20.2734,54.59,71,40,4.61,IS,scattered clouds
356,Kavaratti,10.5669,72.642,79.65,83,52,14.32,IN,broken clouds
357,Taoudenni,22.6783,-3.9836,107.17,12,98,5.1,ML,overcast clouds
358,Capao Bonito,-24.0058,-48.3494,83.52,28,0,8.21,BR,clear sky
359,Inirida,3.8653,-67.9239,85.21,69,81,3.38,CO,broken clouds
360,Krasnoselkup,65.7,82.4667,40.35,71,15,5.73,RU,few clouds
361,Hokitika,-42.7167,170.9667,53.42,90,100,12.86,NZ,light rain
362,Niono,14.2526,-5.993,83.91,63,99,3.58,ML,overcast clouds
363,Qalyub,30.1792,31.2056,83.19,61,0,14.41,EG,clear sky
364,Nouadhibou,20.931,-17.0347,77.34,84,25,12.55,MR,scattered clouds
365,Port Antonio,18.18,-76.4612,83.95,68,100,8.25,JM,overcast clouds
366,Inverness,57.4791,-4.224,62.8,67,20,13.8,GB,few clouds
367,Pasni,25.2631,63.471,79.7,84,99,7.78,PK,overcast clouds
368,Airai,-8.9266,125.4092,58.03,89,12,3.27,TL,few clouds
369,Hami,42.8,93.45,72.39,16,0,3.09,CN,clear sky
370,Alofi,-19.0595,-169.9187,73.51,83,100,4.0,NU,moderate rain
371,Shablykino,52.8566,35.1964,45.59,64,8,6.44,RU,clear sky
372,Galveston,29.3669,-94.9669,95.18,68,75,8.05,US,broken clouds
373,Champerico,14.3,-91.9167,90.14,74,100,17.83,GT,overcast clouds
374,Vardo,70.3705,31.1107,44.58,93,75,20.71,NO,broken clouds
375,Fare,-16.7,-151.0167,78.03,72,0,19.64,PF,clear sky
376,Rosario Do Sul,-30.2583,-54.9142,63.79,64,17,15.05,BR,few clouds
377,Lasa,46.6166,10.7002,58.89,87,68,2.21,IT,broken clouds
378,Saint George,37.1041,-113.5841,102.63,14,0,3.44,US,clear sky
379,Chegdomyn,51.1167,133.0167,49.17,91,9,3.42,RU,clear sky
380,Nyrob,60.733,56.7202,47.75,97,98,5.79,RU,overcast clouds
381,Vila Velha,-20.3297,-40.2925,76.95,71,20,14.97,BR,few clouds
382,Winnemucca,40.973,-117.7357,95.05,9,0,3.44,US,clear sky
383,Itaituba,-4.2761,-55.9836,91.22,35,100,2.89,BR,overcast clouds
384,Jardim,-21.4803,-56.1381,86.68,32,100,9.24,BR,overcast clouds
385,Havoysund,70.9963,24.6622,44.83,79,100,13.18,NO,overcast clouds
386,Lambari,-21.9756,-45.3503,80.29,19,0,4.61,BR,clear sky
387,Dingzhou,38.5131,114.9956,64.74,80,100,0.89,CN,overcast clouds
388,Buala,-8.145,159.5921,78.4,85,38,8.19,SB,light rain
389,Shache,38.4167,77.2406,72.48,33,37,3.29,CN,scattered clouds
390,Korla,41.7597,86.1469,72.21,32,7,3.02,CN,clear sky
391,Tarauaca,-8.1614,-70.7656,102.24,22,40,0.87,BR,scattered clouds
392,Sisimiut,66.9395,-53.6735,51.1,79,100,32.61,GL,overcast clouds
393,Dogondoutchi,13.6393,4.0287,81.9,65,60,4.18,NE,light rain
394,Gravdal,68.1214,13.5031,46.29,76,0,2.3,NO,clear sky
395,Portland,45.5234,-122.6762,85.77,55,40,3.44,US,smoke
396,Leshukonskoye,64.8989,45.7622,42.76,97,100,3.31,RU,overcast clouds
397,Goderich,43.7501,-81.7165,81.91,58,100,11.01,CA,overcast clouds
398,Mawlaik,23.6333,94.4167,76.77,97,97,0.98,MM,overcast clouds
399,Port Blair,11.6667,92.75,82.33,79,9,4.0,IN,clear sky
400,Souillac,-20.5167,57.5167,69.69,70,0,12.75,MU,clear sky
401,Dudinka,69.4058,86.1778,38.3,86,85,10.89,RU,overcast clouds
402,Dawson Creek,55.7666,-120.2362,78.04,35,100,6.4,CA,overcast clouds
403,Tuatapere,-46.1333,167.6833,46.02,92,100,4.99,NZ,light rain
404,Cabo San Lucas,22.8909,-109.9124,84.51,84,100,19.57,MX,overcast clouds
405,Sao Felix Do Xingu,-6.6447,-51.995,99.45,15,54,3.51,BR,broken clouds
406,Faanui,-16.4833,-151.75,78.84,69,0,20.2,PF,clear sky
407,East Hemet,33.74,-116.9389,103.89,31,1,4.0,US,clear sky
408,Kilindoni,-7.9139,39.6668,74.62,79,36,17.87,TZ,scattered clouds
409,Kashi,39.4547,75.9797,71.24,37,29,4.34,CN,scattered clouds
410,Pafos,34.7667,32.4167,78.58,69,20,5.75,CY,few clouds
411,Calvinia,-31.4707,19.776,45.5,79,0,5.68,ZA,clear sky
412,Itacoatiara,-3.1431,-58.4442,92.19,43,97,2.66,BR,overcast clouds
413,Tanout,14.9709,8.8879,89.76,39,99,2.84,NE,overcast clouds
414,Arzgir,45.3728,44.2206,81.25,43,100,12.48,RU,overcast clouds
415,Along,28.1667,94.7667,74.23,99,97,0.58,IN,overcast clouds
416,Olinda,-8.0089,-34.8553,78.53,65,75,10.36,BR,broken clouds
417,Aykhal,66.0,111.5,34.88,98,100,19.22,RU,light snow
418,Matay,28.419,30.7792,86.41,32,0,8.66,EG,clear sky
419,Soyo,-6.1349,12.3689,73.9,84,3,8.57,AO,clear sky
420,Jaguaruna,-28.615,-49.0256,65.37,97,100,4.07,BR,overcast clouds
421,Makaryev,57.8797,43.8069,43.48,88,99,10.47,RU,overcast clouds
422,Atikokan,48.7555,-91.6216,72.97,40,100,13.71,CA,overcast clouds
423,Mokobeng,-22.9965,27.6678,63.12,30,0,6.78,BW,clear sky
424,Imeni Poliny Osipenko,52.4201,136.4853,52.86,92,92,8.52,RU,overcast clouds
425,Belyy Yar,53.6039,91.3903,51.85,71,0,11.18,RU,clear sky
426,Acapulco,16.8634,-99.8901,87.62,70,100,9.22,MX,overcast clouds
427,San Angelo,31.4638,-100.437,83.61,78,75,10.36,US,broken clouds
428,Disna,55.568,28.1971,46.99,77,52,2.91,BY,broken clouds
429,Santa Teresa,10.2341,-66.6631,85.57,66,98,4.81,VE,overcast clouds
430,Camacha,33.0833,-16.3333,72.82,73,40,11.5,PT,scattered clouds
431,Khani,41.9563,42.9566,72.97,36,95,4.34,GE,overcast clouds
432,Mehamn,71.0357,27.8492,44.55,76,100,9.22,NO,overcast clouds
433,Guilin,25.2819,110.2864,70.86,64,12,4.81,CN,few clouds
434,Antalaha,-14.9003,50.2788,69.12,76,37,10.56,MG,scattered clouds
435,Atambua,-9.1061,124.8925,71.24,88,21,4.9,ID,few clouds
436,Ostrovnoy,68.0531,39.5131,46.02,93,100,32.3,RU,moderate rain
437,Bilma,18.6853,12.9164,95.49,24,13,5.06,NE,few clouds
438,Srednekolymsk,67.45,153.6833,40.89,92,100,22.64,RU,light rain
439,Moose Factory,51.2585,-80.6094,85.98,48,0,31.07,CA,clear sky
440,Tuban,-6.8976,112.0649,77.25,83,76,8.01,ID,broken clouds
441,Aquiraz,-3.9014,-38.3911,87.46,67,5,13.56,BR,clear sky
442,Yueyang,29.3333,113.0919,68.95,72,87,7.45,CN,overcast clouds
443,Bollnas,61.3482,16.3946,45.16,78,75,2.55,SE,broken clouds
444,Mahenge,-8.6833,36.7167,64.09,39,16,2.8,TZ,few clouds
445,Itaiba,-8.9475,-37.4228,76.64,57,14,13.11,BR,few clouds
446,Port-Cartier,50.0334,-66.8654,60.75,44,9,8.39,CA,clear sky
447,Daru,-9.0763,143.2092,76.96,91,100,2.77,PG,overcast clouds
448,Bantry,51.6833,-9.45,54.79,95,100,7.18,IE,overcast clouds
449,Dingle,10.9995,122.6711,76.77,92,100,6.35,PH,overcast clouds
450,Phalodi,27.1333,72.3667,91.71,45,42,9.17,IN,scattered clouds
451,Sorland,67.667,12.6934,51.66,65,29,12.8,NO,scattered clouds
452,Ulaanbaatar,47.9077,106.8832,48.33,76,20,4.47,MN,few clouds
453,Nago,26.5881,127.9761,81.03,83,100,25.37,JP,light rain
454,Erenhot,43.6475,111.9767,68.79,46,100,10.78,CN,light rain
455,Longyearbyen,78.2186,15.6401,44.44,87,75,4.61,SJ,broken clouds
456,Kanye,-24.9667,25.3327,59.49,28,0,5.93,BW,clear sky
457,Nawa,27.0167,75.0,85.06,62,100,5.48,IN,overcast clouds
458,Tupik,54.4253,119.9327,49.08,93,100,3.06,RU,overcast clouds
459,Ixtapa,20.7,-105.2,92.23,62,20,6.91,MX,few clouds
460,Deputatskiy,69.3,139.9,29.1,94,100,4.63,RU,overcast clouds
461,Udachnyy,66.4167,112.4,36.77,97,100,19.26,RU,overcast clouds
462,Ulladulla,-35.35,150.4667,48.99,68,100,14.14,AU,overcast clouds
463,Bilibino,68.0546,166.4372,42.01,90,100,2.33,RU,overcast clouds
464,La Orilla,17.9833,-102.2333,86.79,67,100,11.25,MX,overcast clouds
465,Coihueco,-36.6167,-71.8333,68.74,40,0,16.11,CL,clear sky
466,Rohatyn,49.409,24.6093,54.14,83,100,8.72,UA,light rain
467,Nusaybin,37.0778,41.2178,93.56,13,0,4.21,TR,clear sky
468,Vanimo,-2.6741,141.3028,78.04,87,97,6.31,PG,overcast clouds
469,Ewa Beach,21.3156,-158.0072,79.09,82,75,9.22,US,light rain
470,Humaita,-7.5061,-63.0208,103.28,19,29,4.05,BR,scattered clouds
471,Khovu-Aksy,51.1333,93.6,54.39,71,100,4.99,RU,moderate rain
472,Matagami,49.7502,-77.6328,81.93,49,0,14.61,CA,clear sky
473,Rawson,-43.3002,-65.1023,62.67,33,0,14.05,AR,clear sky
474,Quatre Cocos,-20.2078,57.7625,68.11,67,0,13.62,MU,clear sky
475,Lucapa,-8.4192,20.7447,69.8,77,99,7.58,AO,overcast clouds
476,Mackay,-21.15,149.2,68.68,97,72,5.41,AU,broken clouds
477,Saravena,6.9538,-71.8752,86.68,60,90,3.76,CO,overcast clouds
478,Krasnoarmeyskoye,52.7182,50.0322,55.31,40,0,8.1,RU,clear sky
479,Iquitos,-3.7481,-73.2472,93.24,49,40,2.3,PE,scattered clouds
480,San Jeronimo,-11.9472,-75.2829,67.08,20,4,8.39,PE,clear sky
481,Bonnyville,54.2668,-110.735,78.06,27,0,12.15,CA,clear sky
482,Yar-Sale,66.8333,70.8333,44.83,74,100,14.56,RU,overcast clouds
483,Coihaique,-45.5752,-72.0662,49.95,66,75,9.22,CL,broken clouds
484,Fuyang,32.9,115.8167,65.25,81,27,6.42,CN,scattered clouds
485,Port Lincoln,-34.7333,135.8667,51.73,67,94,10.4,AU,overcast clouds
486,Burns Lake,54.2331,-125.7533,71.71,46,37,5.06,CA,scattered clouds
487,Bhadrak,21.0633,86.5054,83.48,78,100,9.1,IN,overcast clouds
488,Fairbanks,64.8378,-147.7164,53.49,86,0,3.44,US,clear sky
489,Rosamorada,22.1222,-105.2058,91.31,58,100,3.29,MX,overcast clouds
490,Port Macquarie,-31.4333,152.9167,55.29,100,100,4.61,AU,light rain
491,Mogadishu,2.0371,45.3438,75.97,81,21,20.4,SO,few clouds
492,Edelira,-26.75,-55.2667,64.27,92,96,5.68,PY,overcast clouds
493,Maragogi,-9.0122,-35.2225,76.89,74,5,11.74,BR,clear sky
494,Bomet,-0.7813,35.3416,56.7,95,100,2.35,KE,light rain
495,Terra Santa,-2.1042,-56.4869,94.82,36,73,4.45,BR,broken clouds
496,Bunia,1.5667,30.25,63.61,98,100,7.87,CD,light rain
497,Jieshi,22.8134,115.8257,78.82,63,19,13.78,CN,few clouds
498,Nizhneangarsk,55.7833,109.55,47.73,96,100,3.2,RU,moderate rain
499,Tonj,7.2737,28.6822,70.48,96,81,6.13,SS,light rain
500,Harper,4.375,-7.7169,76.12,86,43,6.96,LR,scattered clouds
501,Dukat,62.55,155.55,46.27,92,90,9.4,RU,overcast clouds
502,Kyaukse,21.6,96.1333,82.04,73,97,5.12,MM,overcast clouds
503,Severo-Kurilsk,50.6789,156.125,51.44,94,96,8.5,RU,overcast clouds
504,Verkhoyansk,67.5447,133.385,41.56,93,100,5.3,RU,light rain
505,Kulhudhuffushi,6.6221,73.07,79.38,83,17,18.81,MV,few clouds
506,Mapiripan,2.8892,-72.1256,86.41,63,31,1.97,CO,scattered clouds
507,Alindao,5.0267,21.2088,69.12,99,69,3.62,CF,broken clouds
508,Syrskoye,52.5744,39.4966,48.0,56,3,4.45,RU,clear sky
509,Tromso,69.6496,18.957,46.42,71,75,9.22,NO,broken clouds
510,Half Moon Bay,37.4636,-122.4286,81.88,71,75,18.41,US,broken clouds
511,Eureka,40.8021,-124.1637,78.67,88,68,3.0,US,broken clouds
512,Praia,14.9215,-23.5087,81.14,78,75,6.91,CV,broken clouds
513,Kapra,17.4846,78.561,77.7,91,14,5.12,IN,few clouds
514,Todos Santos,23.45,-110.2167,85.66,78,100,22.93,MX,overcast clouds
515,Walvis Bay,-22.9575,14.5053,61.75,63,0,9.22,NA,clear sky
516,Tiznit,29.5833,-9.5,80.76,38,46,3.4,MA,scattered clouds
517,Mulege,26.8833,-111.9833,84.06,72,100,14.63,MX,overcast clouds
518,Turan,16.0678,108.2208,80.58,83,20,0.0,VN,few clouds
519,Tual,-5.6667,132.75,80.8,81,5,17.0,ID,clear sky
520,Honjo,36.2333,139.1833,72.68,92,67,2.71,JP,broken clouds
521,Cruz Grande,16.7333,-99.1333,84.2,80,100,8.16,MX,overcast clouds
522,Bubaque,11.2833,-15.8333,79.32,79,95,13.76,GW,light rain
523,Weiser,44.251,-116.9693,93.31,18,0,3.85,US,clear sky
524,San Quintin,30.4833,-115.95,82.72,56,1,11.74,MX,clear sky
525,Belize,17.25,-88.75,88.12,97,100,4.79,BZ,overcast clouds
526,Suining,30.508,105.5733,67.37,87,100,3.36,CN,overcast clouds
527,Tumalim,14.0801,120.7231,76.77,92,100,7.45,PH,moderate rain
528,Kayerkan,69.3497,87.7602,37.8,89,95,3.24,RU,overcast clouds
529,Kupang,-10.1667,123.5833,75.36,88,7,7.07,ID,clear sky
530,Khor,47.8861,134.9464,51.67,93,5,4.94,RU,clear sky
531,Luena,-11.7833,19.9167,61.14,34,10,4.72,AO,clear sky
532,Batagay-Alyta,67.8006,130.4114,36.14,99,100,3.8,RU,light rain
533,Kamaishi,39.2667,141.8833,65.68,86,84,3.15,JP,broken clouds
534,Trofors,65.5333,13.4063,42.67,64,79,2.68,NO,broken clouds
535,Ballina,-28.8667,153.5667,59.02,99,100,14.85,AU,light rain
536,Jiayuguan,39.8167,98.3,63.99,30,77,8.19,CN,broken clouds
537,Sur,22.5667,59.5289,82.9,66,3,12.75,OM,clear sky
538,Vuktyl,63.8567,57.3094,42.46,94,100,5.28,RU,light rain
539,Aswan,24.0934,32.907,99.7,19,0,11.5,EG,clear sky
540,Nantucket,41.2835,-70.0995,73.54,61,0,8.05,US,clear sky
541,Faro,37.0194,-7.9322,78.58,47,0,17.27,PT,clear sky
542,Abapo,-18.8333,-63.4667,69.67,24,100,5.03,BO,overcast clouds
543,Port Hawkesbury,45.6169,-61.3485,70.59,68,100,14.0,CA,overcast clouds
544,Kharan,28.5833,65.4167,88.47,13,0,2.37,PK,clear sky
545,Mwene-Ditu,-7.0,23.45,66.87,89,100,5.93,CD,light rain
546,Sabang,5.8933,95.3214,79.39,82,91,22.3,ID,overcast clouds
547,Ugoofaaru,5.6667,73.0,79.63,80,7,18.37,MV,clear sky
548,Athabasca,54.7169,-113.2854,75.61,27,15,10.47,CA,few clouds
549,Timmins,48.4669,-81.3331,80.42,57,75,16.11,CA,broken clouds
550,Hoyanger,61.2204,6.0749,55.65,88,64,1.99,NO,broken clouds
551,Trat,12.5,102.5,84.87,93,100,1.14,TH,overcast clouds
552,Alice Springs,-23.7,133.8833,38.75,100,73,5.75,AU,broken clouds
553,Isangel,-19.55,169.2667,72.01,70,91,10.89,VU,overcast clouds
554,Terney,45.0503,136.6092,56.25,73,0,6.91,RU,clear sky
555,Carnarvon,-24.8667,113.6333,60.87,94,100,3.44,AU,overcast clouds
556,Long Beach,33.767,-118.1892,104.97,59,0,9.22,US,clear sky
557,Cap-Aux-Meules,47.3821,-61.8597,62.65,63,40,10.36,CA,scattered clouds
558,Iquique,-20.2208,-70.1431,60.84,71,10,9.75,CL,clear sky
559,Meadow Lake,34.8014,-106.5436,90.61,34,2,5.95,US,clear sky
560,Batagay,67.6333,134.6333,40.39,92,100,1.95,RU,overcast clouds
561,Aubenas,44.6201,4.3899,61.92,95,60,1.79,FR,light rain
562,Hohhot,40.8106,111.6522,57.49,94,40,6.71,CN,moderate rain
563,Jumla,29.2747,82.1838,60.78,95,93,0.49,NP,overcast clouds
564,Port Moresby,-9.4431,147.1797,74.62,94,20,5.75,PG,few clouds
565,The Valley,18.217,-63.0578,80.82,100,75,6.91,AI,broken clouds
566,Dwarka,22.2394,68.9678,81.23,81,89,10.16,IN,overcast clouds
567,Mumford,5.2618,-0.759,74.08,93,18,7.07,GH,few clouds
568,Atasu,48.6814,71.6433,74.23,29,31,0.47,KZ,scattered clouds
569,Ilhabela,-23.7781,-45.3581,73.58,60,0,2.71,BR,clear sky
570,Bandrele,-12.9067,45.1914,74.95,78,0,6.91,YT,clear sky
571,Cabanas,22.9758,-82.9219,85.51,72,14,16.8,CU,few clouds
572,Derbent,42.0678,48.2899,81.37,47,5,5.39,RU,clear sky
573,Alihe,50.5667,123.7167,52.95,74,96,1.54,CN,overcast clouds
574,Ligayan,4.6533,119.4706,83.68,73,100,5.75,PH,overcast clouds
575,Bay Roberts,47.5999,-53.2648,80.35,64,100,5.01,CA,overcast clouds
576,Bombay,19.0144,72.8479,80.58,94,40,0.0,IN,haze
577,Macamic,48.7502,-78.9996,81.95,52,0,17.45,CA,clear sky
578,Butembo,0.15,29.2833,57.6,99,100,1.83,CD,moderate rain
579,Kurilsk,45.2333,147.8833,56.3,90,84,6.69,RU,broken clouds
580,Rovaniemi,66.5,25.7167,44.01,93,100,9.22,FI,overcast clouds
581,Xam Nua,20.4197,104.0439,66.78,99,95,1.23,LA,overcast clouds
582,Arkhangelskoye,55.8549,35.3287,39.54,93,47,5.77,RU,scattered clouds
583,Santa Maria Del Oro,25.9333,-105.3667,77.95,55,100,8.75,MX,overcast clouds
584,Soe,-9.8607,124.284,65.62,91,79,4.88,ID,broken clouds
585,Tutoia,-2.7619,-42.2744,80.1,75,42,12.57,BR,scattered clouds
586,Gibara,21.1097,-76.1317,90.72,63,97,16.08,CU,overcast clouds
587,San Patricio,28.017,-97.5169,91.29,51,97,13.42,US,overcast clouds
588,Nohar,29.1833,74.7667,91.92,44,19,4.9,IN,few clouds
589,Mao,39.8885,4.2658,79.36,83,20,5.75,ES,few clouds
590,Nuuk,64.1835,-51.7216,54.21,76,100,26.46,GL,drizzle rain
591,Sorong,-0.8833,131.25,77.92,87,100,5.61,ID,overcast clouds
592,Khandyga,62.6667,135.6,41.61,96,100,6.06,RU,light rain
593,Severo-Yeniseyskiy,60.3725,93.0408,33.3,99,45,2.51,RU,scattered clouds
594,Bakel,14.905,-12.4568,82.9,69,77,3.98,SN,light rain
595,Yanam,16.7333,82.2167,79.57,88,26,2.42,IN,scattered clouds
596,Rosetta,31.4044,30.4164,78.67,73,0,9.95,EG,clear sky
597,Yaan,7.3833,8.5667,68.31,95,99,0.67,NG,overcast clouds
598,Zhigansk,66.7697,123.3711,37.6,93,100,5.64,RU,overcast clouds
599,Dobre Miasto,53.9867,20.3975,50.07,74,12,6.26,PL,few clouds
600,Bagan,54.1001,77.6646,57.99,68,100,9.35,RU,overcast clouds
601,Limon,10.0,-83.0333,86.05,74,0,10.36,CR,clear sky
602,Sakakah,29.9697,40.2064,96.37,10,0,8.95,SA,clear sky
603,Wasilla,61.5814,-149.4394,59.52,70,0,4.61,US,clear sky
604,Kadoma,34.7333,135.5833,78.19,81,29,4.61,JP,scattered clouds
605,Birao,10.2849,22.7882,73.33,93,100,5.35,CF,moderate rain
606,Arlit,18.7369,7.3853,86.04,35,100,14.74,NE,light rain
607,Saint-Leu,-21.15,55.2833,67.03,79,9,13.11,RE,clear sky
608,Nanpara,27.8667,81.5,79.05,85,80,1.81,IN,broken clouds
609,Komsomolskiy,40.4272,71.7189,72.32,43,0,9.22,UZ,clear sky
610,Inuvik,68.3499,-133.7218,63.61,55,20,10.36,CA,few clouds
611,Oksfjord,70.2396,22.3479,44.78,84,94,5.61,NO,overcast clouds
612,Ous,60.9058,61.5186,52.63,97,98,3.51,RU,overcast clouds
613,Avera,33.194,-82.5271,84.54,55,67,6.91,US,broken clouds
614,Omsukchan,62.5333,155.8,48.34,92,74,7.34,RU,broken clouds
615,Comodoro Rivadavia,-45.8667,-67.5,58.86,33,31,29.93,AR,scattered clouds
616,Ulagan,50.6321,87.9563,49.23,90,100,2.3,RU,overcast clouds
617,Bereda,43.2686,-7.5406,63.41,94,20,2.71,ES,few clouds
618,General Roca,-39.0333,-67.5833,67.77,13,0,8.59,AR,clear sky
619,George,-33.963,22.4617,54.48,82,31,4.54,ZA,scattered clouds
620,Puerto Madryn,-42.7692,-65.0385,63.03,33,0,11.48,AR,clear sky
621,Gizo,-8.103,156.8419,81.01,77,14,9.31,SB,few clouds
622,Conde,-7.2597,-34.9075,80.06,69,40,18.41,BR,scattered clouds
623,Krutikha,53.9599,81.2093,49.03,85,81,4.88,RU,broken clouds
624,Umm Lajj,25.0213,37.2685,87.75,61,47,4.94,SA,scattered clouds
625,Tomatlan,19.9333,-105.25,90.23,57,96,8.46,MX,overcast clouds
626,Perth,-31.9333,115.8333,59.79,79,100,12.66,AU,moderate rain
627,Sioux Lookout,50.1001,-91.917,69.87,49,40,16.11,CA,scattered clouds
628,Vanderhoof,54.0166,-124.0198,78.57,38,100,1.83,CA,overcast clouds
629,Bud,39.447,-86.1758,86.9,64,100,4.88,US,overcast clouds
630,Peto,20.1333,-88.9167,75.76,92,100,3.69,MX,overcast clouds
631,Castelo Do Piaui,-5.3222,-41.5525,96.48,20,6,7.25,BR,clear sky
632,Kandrian,-6.2167,149.55,75.88,91,46,5.03,PG,light rain
633,Zhangjiakou,40.81,114.8794,60.84,64,74,4.5,CN,broken clouds
634,Senekal,-28.3197,27.6208,58.1,39,0,2.77,ZA,clear sky
635,Pahrump,36.2083,-115.9839,107.26,13,82,4.0,US,broken clouds
636,Faya,18.3851,42.4509,69.91,38,11,7.85,SA,few clouds
637,Kruisfontein,-34.0033,24.7314,53.89,82,57,7.09,ZA,broken clouds
638,Padang,-0.9492,100.3543,74.23,96,100,0.83,ID,overcast clouds
639,Roma,43.2128,-75.4557,79.68,48,0,5.75,US,clear sky
640,Huangnihe,43.5583,128.0239,48.69,84,0,1.9,CN,clear sky
641,Bonoua,5.2741,-3.595,74.82,94,51,4.23,CI,broken clouds
642,Beringovskiy,63.05,179.3167,46.27,62,16,5.73,RU,few clouds
643,Riyadh,24.6877,46.7219,91.54,12,19,5.44,SA,few clouds
644,Bandarbeyla,9.4942,50.8122,76.21,80,84,26.57,SO,broken clouds
645,Lata,40.1629,-8.3327,59.43,96,33,3.31,PT,scattered clouds
646,California City,35.1258,-117.9859,108.05,10,0,4.61,US,clear sky
647,Kerema,-7.9631,145.7785,76.21,84,94,5.41,PG,overcast clouds
648,San Cristobal,7.7669,-72.225,80.78,48,100,4.32,VE,overcast clouds
649,Nisia Floresta,-6.0911,-35.2086,82.78,79,18,13.02,BR,few clouds
650,Panguna,-6.3164,155.4848,67.8,97,100,3.06,PG,overcast clouds
651,Palana,59.1167,159.9667,49.71,94,100,9.06,RU,overcast clouds
652,Tabou,4.423,-7.3528,75.22,89,14,6.2,CI,few clouds
653,Saint-Felicien,48.6501,-72.4491,72.28,56,40,9.22,CA,scattered clouds
654,Shingu,33.7333,135.9833,74.8,92,8,5.23,JP,clear sky
655,Nuevo Progreso,23.1667,-97.95,91.47,57,97,10.0,MX,overcast clouds
656,Nizhnyaya Tavda,57.6731,66.1725,63.77,77,100,6.67,RU,overcast clouds
657,Broken Hill,-31.95,141.4333,39.54,75,0,16.37,AU,clear sky
658,Galle,6.0367,80.217,76.42,90,84,9.15,LK,broken clouds
659,Tepusteca,15.4167,-86.3167,85.48,49,69,3.09,HN,broken clouds
660,Mildura,-34.2,142.15,37.08,87,0,11.7,AU,clear sky
661,Bom Jesus,-9.0744,-44.3586,93.04,22,2,10.87,BR,clear sky
662,Hanting,36.7708,119.2108,61.23,83,55,1.1,CN,broken clouds
663,Odweyne,9.4092,45.064,79.14,44,84,14.74,SO,broken clouds
664,Graaff-Reinet,-32.2522,24.5308,66.2,32,100,7.56,ZA,overcast clouds
665,Kaeo,-35.1,173.7833,52.81,75,97,3.51,NZ,overcast clouds
666,Teknaf,20.8624,92.3058,80.6,84,100,3.56,BD,overcast clouds
667,Poya,-21.35,165.15,69.04,83,99,6.87,NC,overcast clouds
668,Lunglei,22.8833,92.7333,67.03,99,99,1.63,IN,overcast clouds
669,Zambezi,-13.5432,23.1047,64.0,37,2,5.64,ZM,clear sky
670,Goumeron,37.7667,21.6167,73.96,87,0,3.65,GR,clear sky
671,Mount Darwin,-16.7725,31.5838,56.53,63,100,3.76,ZW,overcast clouds
672,Wuwei,37.9281,102.6414,63.09,42,100,7.38,CN,overcast clouds
673,Andenes,69.3143,16.1194,48.18,76,20,24.16,NO,few clouds
674,Otane,-39.8833,176.6333,46.9,77,95,2.48,NZ,overcast clouds
675,Kattivakkam,13.2167,80.3167,84.29,73,3,7.27,IN,clear sky
676,Kanpur,26.4667,80.35,82.67,73,18,2.86,IN,few clouds
677,Singkawang,0.9,109.0,76.19,91,76,3.85,ID,broken clouds
678,Manta,-0.95,-80.7333,78.58,69,20,13.8,EC,few clouds
679,Lamesa,32.7376,-101.951,82.53,48,98,8.75,US,overcast clouds
680,Colac,-38.3333,143.5833,45.84,90,78,4.25,AU,broken clouds
681,Abu Kamal,34.4506,40.9171,97.45,9,0,4.34,SY,clear sky
682,Elizabeth City,36.2946,-76.2511,90.01,51,0,10.36,US,clear sky
683,Laranjeiras Do Sul,-25.4078,-52.4161,64.11,71,100,1.52,BR,light rain
684,Livani,56.3543,26.1758,43.29,95,42,3.6,LV,scattered clouds
685,Kyaiklat,16.4333,95.7333,79.02,87,100,4.85,MM,overcast clouds
686,Goryachegorsk,55.4053,88.9154,38.68,95,11,1.3,RU,few clouds
687,Caorle,45.5966,12.8758,72.05,51,12,2.3,IT,few clouds
688,Katima Mulilo,-17.5,24.2667,61.79,35,0,5.3,NA,clear sky
689,Shubarshi,48.5872,57.1869,82.98,16,83,10.83,KZ,broken clouds
690,Lerwick,60.1545,-1.1494,57.2,90,20,15.93,GB,few clouds
691,Byron Bay,-28.65,153.6167,58.95,94,100,15.14,AU,light rain
692,Amapa,1.0,-52.0,77.16,83,100,1.9,BR,overcast clouds
693,Lincoln,40.8,-96.667,89.67,45,20,11.5,US,few clouds
694,Rocha,-34.4833,-54.3333,49.44,76,14,16.8,UY,few clouds
695,Balakhta,55.38,91.6,40.24,90,4,6.2,RU,clear sky
696,Nizhniy Kuranakh,58.8353,125.4869,35.76,95,100,4.0,RU,overcast clouds
697,Batticaloa,7.7102,81.6924,80.33,76,12,2.62,LK,few clouds
698,Notodden,59.5594,9.2585,60.76,77,99,5.01,NO,overcast clouds
699,Oussouye,12.485,-16.5469,84.38,89,79,6.38,SN,broken clouds
700,Zhicheng,30.2956,111.5047,72.86,58,98,6.22,CN,overcast clouds
